Time,Datapoint
2013-08-28 2:32:11.979999999999563,84.507
2013-08-28 2:32:12.690000000000509,84.507
2013-08-28 2:32:13.399999999999636,83.3333
2013-08-28 2:32:14.1200000000008,84.507
2013-08-28 2:32:14.829999999999927,86.9565
2013-08-28 2:32:15.520000000000437,85.7143
2013-08-28 2:32:16.219999999999345,85.7143
2013-08-28 2:32:16.920000000000073,86.9565
2013-08-28 2:32:17.610000000000582,86.9565
2013-08-28 2:32:18.299999999999272,88.2353
2013-08-28 2:32:18.979999999999563,86.9565
2013-08-28 2:32:19.670000000000073,86.9565
2013-08-28 2:32:20.360000000000582,85.7143
2013-08-28 2:32:21.059999999999491,88.2353
2013-08-28 2:32:21.739999999999782,85.7143
2013-08-28 2:32:22.440000000000509,85.7143
2013-08-28 2:32:23.139999999999418,86.9565
2013-08-28 2:32:23.829999999999927,86.9565
2013-08-28 2:32:24.520000000000437,85.7143
2013-08-28 2:32:25.219999999999345,84.507
2013-08-28 2:32:25.930000000000291,84.507
2013-08-28 2:32:26.639999999999418,85.7143
2013-08-28 2:32:27.340000000000146,86.9565
2013-08-28 2:32:28.030000000000655,84.507
2013-08-28 2:32:28.739999999999782,84.507
2013-08-28 2:32:29.450000000000728,85.7143
2013-08-28 2:32:30.149999999999636,85.7143
2013-08-28 2:32:30.850000000000364,85.7143
2013-08-28 2:32:31.549999999999272,84.507
2013-08-28 2:32:32.260000000000218,85.7143
2013-08-28 2:32:32.959999999999127,86.9565
2013-08-28 2:32:33.649999999999636,86.9565
2013-08-28 2:32:34.340000000000146,86.9565
2013-08-28 2:32:35.030000000000655,86.9565
2013-08-28 2:32:35.719999999999345,86.9565
2013-08-28 2:32:36.409999999999854,88.2353
2013-08-28 2:32:37.090000000000146,88.2353
2013-08-28 2:32:37.770000000000437,86.9565
2013-08-28 2:32:38.459999999999127,86.9565
2013-08-28 2:32:39.149999999999636,86.9565
2013-08-28 2:32:39.840000000000146,84.507
2013-08-28 2:32:40.549999999999272,85.7143
2013-08-28 2:32:41.25,84.507
2013-08-28 2:32:41.959999999999127,83.3333
2013-08-28 2:32:42.680000000000291,84.507
2013-08-28 2:32:43.389999999999418,84.507
2013-08-28 2:32:44.100000000000364,84.507
2013-08-28 2:32:44.809999999999491,83.3333
2013-08-28 2:32:45.530000000000655,84.507
2013-08-28 2:32:46.239999999999782,85.7143
2013-08-28 2:32:46.940000000000509,85.7143
2013-08-28 2:32:47.639999999999418,85.7143
2013-08-28 2:32:48.340000000000146,84.507
2013-08-28 2:32:49.049999999999272,85.7143
2013-08-28 2:32:49.75,85.7143
2013-08-28 2:32:50.450000000000728,86.9565
2013-08-28 2:32:51.139999999999418,85.7143
2013-08-28 2:32:51.840000000000146,85.7143
2013-08-28 2:32:52.540000000000873,86.9565
2013-08-28 2:32:53.229999999999563,85.7143
2013-08-28 2:32:53.930000000000291,85.7143
2013-08-28 2:32:54.6299999999992,84.507
2013-08-28 2:32:55.340000000000146,83.3333
2013-08-28 2:32:56.059999999999491,85.7143
2013-08-28 2:32:56.760000000000218,84.507
2013-08-28 2:32:57.469999999999345,83.3333
2013-08-28 2:32:58.190000000000509,85.7143
2013-08-28 2:32:58.889999999999418,85.7143
2013-08-28 2:32:59.590000000000146,84.507
2013-08-28 2:33:0.2999999999992724,84.507
2013-08-28 2:33:1.0100000000002183,85.7143
2013-08-28 2:33:1.7099999999991269,85.7143
2013-08-28 2:33:2.4099999999998545,86.9565
2013-08-28 2:33:3.1000000000003638,85.7143
2013-08-28 2:33:3.7999999999992724,84.507
2013-08-28 2:33:4.5100000000002183,85.7143
2013-08-28 2:33:5.2099999999991269,86.9565
2013-08-28 2:33:5.8999999999996362,85.7143
2013-08-28 2:33:6.6000000000003638,84.507
2013-08-28 2:33:7.3099999999994907,86.9565
2013-08-28 2:33:8.0,85.7143
2013-08-28 2:33:8.7000000000007276,85.7143
2013-08-28 2:33:9.3999999999996362,86.9565
2013-08-28 2:33:10.090000000000146,86.9565
2013-08-28 2:33:12.850000000000364,85.7143
2013-08-28 2:33:13.549999999999272,86.9565
2013-08-28 2:33:14.239999999999782,86.9565
2013-08-28 2:33:14.930000000000291,86.9565
2013-08-28 2:33:15.6200000000008,85.7143
2013-08-28 2:33:16.319999999999709,86.9565
2013-08-28 2:33:17.010000000000218,86.9565
2013-08-28 2:33:17.700000000000728,85.7143
2013-08-28 2:33:18.399999999999636,86.9565
2013-08-28 2:33:19.090000000000146,86.9565
2013-08-28 2:33:19.780000000000655,86.9565
2013-08-28 2:33:20.469999999999345,86.9565
2013-08-28 2:33:21.159999999999854,85.7143
2013-08-28 2:33:21.860000000000582,86.9565
2013-08-28 2:33:22.549999999999272,86.9565
2013-08-28 2:33:23.239999999999782,86.9565
2013-08-28 2:33:23.930000000000291,84.507
2013-08-28 2:33:24.639999999999418,85.7143
2013-08-28 2:33:25.340000000000146,85.7143
2013-08-28 2:33:26.040000000000873,85.7143
2013-08-28 2:33:26.739999999999782,85.7143
2013-08-28 2:33:27.440000000000509,85.7143
2013-08-28 2:33:28.139999999999418,86.9565
2013-08-28 2:33:28.829999999999927,84.507
2013-08-28 2:33:29.540000000000873,86.9565
2013-08-28 2:33:30.229999999999563,85.7143
2013-08-28 2:33:30.930000000000291,86.9565
2013-08-28 2:33:31.6200000000008,88.2353
2013-08-28 2:33:32.299999999999272,88.2353
2013-08-28 2:33:32.979999999999563,85.7143
2013-08-28 2:33:33.680000000000291,85.7143
2013-08-28 2:33:34.3799999999992,86.9565
2013-08-28 2:33:35.069999999999709,88.2353
2013-08-28 2:33:35.75,85.7143
2013-08-28 2:33:36.450000000000728,84.507
2013-08-28 2:33:37.159999999999854,84.507
2013-08-28 2:33:37.8700000000008,85.7143
2013-08-28 2:33:38.569999999999709,85.7143
2013-08-28 2:33:39.270000000000437,85.7143
2013-08-28 2:33:39.969999999999345,84.507
2013-08-28 2:33:40.680000000000291,84.507
2013-08-28 2:33:41.389999999999418,85.7143
2013-08-28 2:33:42.090000000000146,85.7143
2013-08-28 2:33:42.790000000000873,85.7143
2013-08-28 2:33:43.489999999999782,85.7143
2013-08-28 2:33:44.190000000000509,85.7143
2013-08-28 2:33:44.889999999999418,84.507
2013-08-28 2:33:45.600000000000364,85.7143
2013-08-28 2:33:46.299999999999272,84.507
2013-08-28 2:33:47.010000000000218,86.9565
2013-08-28 2:33:47.700000000000728,85.7143
2013-08-28 2:33:48.399999999999636,85.7143
2013-08-28 2:33:49.100000000000364,85.7143
2013-08-28 2:33:49.799999999999272,86.9565
2013-08-28 2:33:50.489999999999782,86.9565
2013-08-28 2:33:51.180000000000291,86.9565
2013-08-28 2:33:51.8700000000008,84.507
2013-08-28 2:33:52.579999999999927,84.507
2013-08-28 2:33:53.290000000000873,86.9565
2013-08-28 2:33:53.979999999999563,85.7143
2013-08-28 2:33:54.680000000000291,85.7143
2013-08-28 2:33:55.3799999999992,84.507
2013-08-28 2:33:56.090000000000146,85.7143
2013-08-28 2:33:56.790000000000873,84.507
2013-08-28 2:33:57.5,85.7143
2013-08-28 2:33:58.200000000000728,86.9565
2013-08-28 2:33:58.889999999999418,85.7143
2013-08-28 2:33:59.590000000000146,88.2353
2013-08-28 2:34:0.27000000000043656,86.9565
2013-08-28 2:34:0.95999999999912689,86.9565
2013-08-28 2:34:1.6499999999996362,86.9565
2013-08-28 2:34:2.3400000000001455,89.5522
2013-08-28 2:34:3.0100000000002183,86.9565
2013-08-28 2:34:3.7000000000007276,88.2353
2013-08-28 2:34:4.3799999999991996,86.9565
2013-08-28 2:34:5.069999999999709,88.2353
2013-08-28 2:34:5.75,88.2353
2013-08-28 2:34:6.430000000000291,86.9565
2013-08-28 2:34:7.1200000000008004,85.7143
2013-08-28 2:34:7.819999999999709,85.7143
2013-08-28 2:34:8.5200000000004366,86.9565
2013-08-28 2:34:9.2099999999991269,85.7143
2013-08-28 2:34:9.9099999999998545,85.7143
2013-08-28 2:34:10.610000000000582,83.3333
2013-08-28 2:34:11.329999999999927,85.7143
2013-08-28 2:34:12.030000000000655,85.7143
2013-08-28 2:34:12.729999999999563,85.7143
2013-08-28 2:34:13.430000000000291,85.7143
2013-08-28 2:34:14.1299999999992,85.7143
2013-08-28 2:34:14.829999999999927,86.9565
2013-08-28 2:34:15.520000000000437,86.9565
2013-08-28 2:34:16.209999999999127,86.9565
2013-08-28 2:34:16.899999999999636,85.7143
2013-08-28 2:34:17.600000000000364,86.9565
2013-08-28 2:34:18.290000000000873,86.9565
2013-08-28 2:34:18.979999999999563,86.9565
2013-08-28 2:34:19.670000000000073,86.9565
2013-08-28 2:34:20.360000000000582,86.9565
2013-08-28 2:34:21.049999999999272,89.5522
2013-08-28 2:34:21.719999999999345,86.9565
2013-08-28 2:34:22.409999999999854,86.9565
2013-08-28 2:34:23.100000000000364,88.2353
2013-08-28 2:34:23.780000000000655,88.2353
2013-08-28 2:34:24.459999999999127,88.2353
2013-08-28 2:34:25.139999999999418,86.9565
2013-08-28 2:34:25.829999999999927,88.2353
2013-08-28 2:34:26.510000000000218,88.2353
2013-08-28 2:34:27.190000000000509,88.2353
2013-08-28 2:34:27.8700000000008,86.9565
2013-08-28 2:34:28.559999999999491,86.9565
2013-08-28 2:34:29.25,89.5522
2013-08-28 2:34:29.920000000000073,88.2353
2013-08-28 2:34:30.600000000000364,86.9565
2013-08-28 2:34:31.290000000000873,86.9565
2013-08-28 2:34:31.979999999999563,88.2353
2013-08-28 2:34:32.659999999999854,86.9565
2013-08-28 2:34:33.350000000000364,86.9565
2013-08-28 2:34:34.040000000000873,85.7143
2013-08-28 2:34:34.739999999999782,88.2353
2013-08-28 2:34:35.420000000000073,86.9565
2013-08-28 2:34:36.110000000000582,88.2353
2013-08-28 2:34:36.790000000000873,86.9565
2013-08-28 2:34:37.479999999999563,88.2353
2013-08-28 2:34:38.159999999999854,88.2353
2013-08-28 2:34:38.840000000000146,88.2353
2013-08-28 2:34:39.520000000000437,89.5522
2013-08-28 2:34:40.190000000000509,88.2353
2013-08-28 2:34:40.8700000000008,88.2353
2013-08-28 2:34:43.590000000000146,86.9565
2013-08-28 2:34:44.280000000000655,85.7143
2013-08-28 2:34:44.979999999999563,88.2353
2013-08-28 2:34:45.659999999999854,86.9565
2013-08-28 2:34:46.350000000000364,86.9565
2013-08-28 2:34:47.040000000000873,86.9565
2013-08-28 2:34:47.729999999999563,86.9565
2013-08-28 2:34:48.420000000000073,86.9565
2013-08-28 2:34:49.110000000000582,85.7143
2013-08-28 2:34:49.809999999999491,86.9565
2013-08-28 2:34:50.5,85.7143
2013-08-28 2:34:51.200000000000728,88.2353
2013-08-28 2:34:51.8799999999992,85.7143
2013-08-28 2:34:52.579999999999927,86.9565
2013-08-28 2:34:53.270000000000437,85.7143
2013-08-28 2:34:53.969999999999345,86.9565
2013-08-28 2:34:54.659999999999854,85.7143
2013-08-28 2:34:55.360000000000582,85.7143
2013-08-28 2:34:56.059999999999491,86.9565
2013-08-28 2:34:56.75,85.7143
2013-08-28 2:34:57.450000000000728,85.7143
2013-08-28 2:34:58.149999999999636,86.9565
2013-08-28 2:34:58.840000000000146,85.7143
2013-08-28 2:34:59.540000000000873,86.9565
2013-08-28 2:35:0.22999999999956344,88.2353
2013-08-28 2:35:0.90999999999985448,86.9565
2013-08-28 2:35:1.6000000000003638,86.9565
2013-08-28 2:35:2.2900000000008731,86.9565
2013-08-28 2:35:2.9799999999995634,86.9565
2013-08-28 2:35:3.6700000000000728,88.2353
2013-08-28 2:35:4.3500000000003638,86.9565
2013-08-28 2:35:5.0400000000008731,88.2353
2013-08-28 2:35:7.7800000000006548,86.9565
2013-08-28 2:35:10.549999999999272,85.7143
2013-08-28 2:35:11.25,86.9565
2013-08-28 2:35:11.940000000000509,88.2353
2013-08-28 2:35:12.6200000000008,86.9565
2013-08-28 2:35:13.309999999999491,86.9565
2013-08-28 2:35:14.0,88.2353
2013-08-28 2:35:14.680000000000291,88.2353
2013-08-28 2:35:15.360000000000582,86.9565
2013-08-28 2:35:16.049999999999272,86.9565
2013-08-28 2:35:16.739999999999782,86.9565
2013-08-28 2:35:17.430000000000291,86.9565
2013-08-28 2:35:18.1200000000008,88.2353
2013-08-28 2:35:18.799999999999272,86.9565
2013-08-28 2:35:19.489999999999782,86.9565
2013-08-28 2:35:20.180000000000291,86.9565
2013-08-28 2:35:20.8700000000008,86.9565
2013-08-28 2:35:21.559999999999491,86.9565
2013-08-28 2:35:22.25,85.7143
2013-08-28 2:35:22.950000000000728,88.2353
2013-08-28 2:35:23.6299999999992,86.9565
2013-08-28 2:35:24.319999999999709,85.7143
2013-08-28 2:35:25.020000000000437,86.9565
2013-08-28 2:35:25.709999999999127,85.7143
2013-08-28 2:35:26.409999999999854,88.2353
2013-08-28 2:35:27.090000000000146,86.9565
2013-08-28 2:35:27.780000000000655,88.2353
2013-08-28 2:35:28.459999999999127,86.9565
2013-08-28 2:35:29.149999999999636,89.5522
2013-08-28 2:35:29.819999999999709,88.2353
2013-08-28 2:35:30.5,88.2353
2013-08-28 2:35:31.180000000000291,88.2353
2013-08-28 2:35:31.860000000000582,88.2353
2013-08-28 2:35:32.540000000000873,89.5522
2013-08-28 2:35:33.209999999999127,90.9091
2013-08-28 2:35:33.8700000000008,89.5522
2013-08-28 2:35:34.540000000000873,88.2353
2013-08-28 2:35:35.219999999999345,88.2353
2013-08-28 2:35:35.899999999999636,89.5522
2013-08-28 2:35:36.569999999999709,89.5522
2013-08-28 2:35:37.239999999999782,88.2353
2013-08-28 2:35:37.920000000000073,88.2353
2013-08-28 2:35:38.600000000000364,86.9565
2013-08-28 2:35:39.290000000000873,88.2353
2013-08-28 2:35:39.969999999999345,88.2353
2013-08-28 2:35:40.649999999999636,86.9565
2013-08-28 2:35:41.340000000000146,86.9565
2013-08-28 2:35:42.030000000000655,88.2353
2013-08-28 2:35:42.709999999999127,86.9565
2013-08-28 2:35:43.399999999999636,85.7143
2013-08-28 2:35:44.100000000000364,86.9565
2013-08-28 2:35:44.790000000000873,86.9565
2013-08-28 2:35:45.479999999999563,86.9565
2013-08-28 2:35:46.170000000000073,86.9565
2013-08-28 2:35:46.860000000000582,85.7143
2013-08-28 2:35:47.559999999999491,88.2353
2013-08-28 2:35:48.239999999999782,88.2353
2013-08-28 2:35:48.920000000000073,86.9565
2013-08-28 2:35:49.610000000000582,88.2353
2013-08-28 2:35:50.290000000000873,88.2353
2013-08-28 2:35:50.969999999999345,88.2353
2013-08-28 2:35:51.649999999999636,89.5522
2013-08-28 2:35:52.319999999999709,88.2353
2013-08-28 2:35:53.0,86.9565
2013-08-28 2:35:53.690000000000509,86.9565
2013-08-28 2:35:54.3799999999992,86.9565
2013-08-28 2:35:55.069999999999709,85.7143
2013-08-28 2:35:55.770000000000437,85.7143
2013-08-28 2:35:56.469999999999345,86.9565
2013-08-28 2:35:57.159999999999854,84.507
2013-08-28 2:35:57.8700000000008,84.507
2013-08-28 2:35:58.579999999999927,84.507
2013-08-28 2:35:59.290000000000873,86.9565
2013-08-28 2:35:59.979999999999563,86.9565
2013-08-28 2:36:0.67000000000007276,86.9565
2013-08-28 2:36:1.3600000000005821,86.9565
2013-08-28 2:36:2.0499999999992724,89.5522
2013-08-28 2:36:2.7199999999993452,88.2353
2013-08-28 2:36:3.3999999999996362,88.2353
2013-08-28 2:36:4.0799999999999272,86.9565
2013-08-28 2:36:4.7700000000004366,86.9565
2013-08-28 2:36:5.4599999999991269,89.5522
2013-08-28 2:36:6.1299999999991996,88.2353
2013-08-28 2:36:6.8099999999994907,88.2353
2013-08-28 2:36:7.4899999999997817,86.9565
2013-08-28 2:36:8.180000000000291,86.9565
2013-08-28 2:36:8.8700000000008004,86.9565
2013-08-28 2:36:9.5599999999994907,88.2353
2013-08-28 2:36:10.239999999999782,86.9565
2013-08-28 2:36:10.930000000000291,86.9565
2013-08-28 2:36:11.6200000000008,85.7143
2013-08-28 2:36:12.319999999999709,84.507
2013-08-28 2:36:13.030000000000655,83.3333
2013-08-28 2:36:13.75,80
2013-08-28 2:36:14.5,81.0811
2013-08-28 2:36:15.239999999999782,81.0811
2013-08-28 2:36:15.979999999999563,80
2013-08-28 2:36:16.729999999999563,81.0811
2013-08-28 2:36:17.469999999999345,83.3333
2013-08-28 2:36:18.190000000000509,82.1918
2013-08-28 2:36:18.920000000000073,84.507
2013-08-28 2:36:19.6299999999992,84.507
2013-08-28 2:36:20.340000000000146,84.507
2013-08-28 2:36:21.049999999999272,85.7143
2013-08-28 2:36:21.75,84.507
2013-08-28 2:36:22.459999999999127,85.7143
2013-08-28 2:36:23.159999999999854,85.7143
2013-08-28 2:36:23.860000000000582,84.507
2013-08-28 2:36:24.569999999999709,84.507
2013-08-28 2:36:25.280000000000655,86.9565
2013-08-28 2:36:25.969999999999345,84.507
2013-08-28 2:36:26.680000000000291,84.507
2013-08-28 2:36:27.389999999999418,84.507
2013-08-28 2:36:28.100000000000364,82.1918
2013-08-28 2:36:28.829999999999927,81.0811
2013-08-28 2:36:29.569999999999709,77.9221
2013-08-28 2:36:30.340000000000146,81.0811
2013-08-28 2:36:31.079999999999927,82.1918
2013-08-28 2:36:31.809999999999491,81.0811
2013-08-28 2:36:32.549999999999272,80
2013-08-28 2:36:33.299999999999272,82.1918
2013-08-28 2:36:34.030000000000655,82.1918
2013-08-28 2:36:34.760000000000218,84.507
2013-08-28 2:36:35.469999999999345,84.507
2013-08-28 2:36:36.180000000000291,85.7143
2013-08-28 2:36:36.8799999999992,85.7143
2013-08-28 2:36:37.579999999999927,85.7143
2013-08-28 2:36:38.280000000000655,86.9565
2013-08-28 2:36:38.969999999999345,86.9565
2013-08-28 2:36:39.659999999999854,86.9565
2013-08-28 2:36:40.350000000000364,85.7143
2013-08-28 2:36:41.049999999999272,86.9565
2013-08-28 2:36:41.739999999999782,86.9565
2013-08-28 2:36:42.430000000000291,86.9565
2013-08-28 2:36:43.1200000000008,85.7143
2013-08-28 2:36:43.819999999999709,84.507
2013-08-28 2:36:44.530000000000655,86.9565
2013-08-28 2:36:45.219999999999345,84.507
2013-08-28 2:36:45.930000000000291,86.9565
2013-08-28 2:36:46.6200000000008,85.7143
2013-08-28 2:36:47.319999999999709,86.9565
2013-08-28 2:36:48.010000000000218,84.507
2013-08-28 2:36:48.719999999999345,86.9565
2013-08-28 2:36:49.409999999999854,85.7143
2013-08-28 2:36:50.110000000000582,85.7143
2013-08-28 2:36:50.809999999999491,85.7143
2013-08-28 2:36:51.510000000000218,85.7143
2013-08-28 2:36:52.209999999999127,85.7143
2013-08-28 2:36:52.909999999999854,85.7143
2013-08-28 2:36:53.610000000000582,86.9565
2013-08-28 2:36:54.299999999999272,85.7143
2013-08-28 2:36:55.0,86.9565
2013-08-28 2:36:55.690000000000509,86.9565
2013-08-28 2:36:56.3799999999992,86.9565
2013-08-28 2:36:57.069999999999709,85.7143
2013-08-28 2:36:57.770000000000437,85.7143
2013-08-28 2:36:58.469999999999345,86.9565
2013-08-28 2:36:59.159999999999854,84.507
2013-08-28 2:36:59.8700000000008,84.507
2013-08-28 2:37:0.57999999999992724,85.7143
2013-08-28 2:37:1.2800000000006548,84.507
2013-08-28 2:37:1.9899999999997817,83.3333
2013-08-28 2:37:4.8700000000008004,84.507
2013-08-28 2:37:5.5799999999999272,84.507
2013-08-28 2:37:6.2900000000008731,84.507
2013-08-28 2:37:7.0,84.507
2013-08-28 2:37:7.7099999999991269,86.9565
2013-08-28 2:37:8.3999999999996362,86.9565
2013-08-28 2:37:9.0900000000001455,86.9565
2013-08-28 2:37:9.7800000000006548,88.2353
2013-08-28 2:37:12.520000000000437,85.7143
2013-08-28 2:37:13.219999999999345,85.7143
2013-08-28 2:37:13.920000000000073,85.7143
2013-08-28 2:37:14.6200000000008,84.507
2013-08-28 2:37:15.329999999999927,82.1918
2013-08-28 2:37:16.059999999999491,84.507
2013-08-28 2:37:16.770000000000437,83.3333
2013-08-28 2:37:17.489999999999782,84.507
2013-08-28 2:37:18.200000000000728,84.507
2013-08-28 2:37:18.909999999999854,84.507
2013-08-28 2:37:19.6200000000008,86.9565
2013-08-28 2:37:20.309999999999491,86.9565
2013-08-28 2:37:21.0,85.7143
2013-08-28 2:37:21.700000000000728,86.9565
2013-08-28 2:37:22.389999999999418,88.2353
2013-08-28 2:37:23.069999999999709,86.9565
2013-08-28 2:37:23.760000000000218,88.2353
2013-08-28 2:37:24.440000000000509,86.9565
2013-08-28 2:37:25.1299999999992,88.2353
2013-08-28 2:37:25.809999999999491,88.2353
2013-08-28 2:37:26.489999999999782,88.2353
2013-08-28 2:37:27.170000000000073,86.9565
2013-08-28 2:37:27.860000000000582,88.2353
2013-08-28 2:37:28.540000000000873,88.2353
2013-08-28 2:37:29.219999999999345,88.2353
2013-08-28 2:37:29.899999999999636,86.9565
2013-08-28 2:37:30.590000000000146,88.2353
2013-08-28 2:37:31.270000000000437,86.9565
2013-08-28 2:37:31.959999999999127,86.9565
2013-08-28 2:37:32.649999999999636,85.7143
2013-08-28 2:37:33.350000000000364,85.7143
2013-08-28 2:37:34.049999999999272,85.7143
2013-08-28 2:37:34.75,85.7143
2013-08-28 2:37:35.450000000000728,85.7143
2013-08-28 2:37:36.149999999999636,86.9565
2013-08-28 2:37:36.840000000000146,86.9565
2013-08-28 2:37:37.530000000000655,86.9565
2013-08-28 2:37:38.219999999999345,86.9565
2013-08-28 2:37:38.909999999999854,88.2353
2013-08-28 2:37:39.590000000000146,86.9565
2013-08-28 2:37:40.280000000000655,88.2353
2013-08-28 2:37:40.959999999999127,86.9565
2013-08-28 2:37:41.649999999999636,89.5522
2013-08-28 2:37:42.319999999999709,88.2353
2013-08-28 2:37:43.0,88.2353
2013-08-28 2:37:43.680000000000291,88.2353
2013-08-28 2:37:44.360000000000582,89.5522
2013-08-28 2:37:45.030000000000655,88.2353
2013-08-28 2:37:45.709999999999127,88.2353
2013-08-28 2:37:46.389999999999418,86.9565
2013-08-28 2:37:47.079999999999927,85.7143
2013-08-28 2:37:47.780000000000655,86.9565
2013-08-28 2:37:48.469999999999345,84.507
2013-08-28 2:37:49.180000000000291,83.3333
2013-08-28 2:37:49.899999999999636,85.7143
2013-08-28 2:37:50.600000000000364,85.7143
2013-08-28 2:37:51.299999999999272,85.7143
2013-08-28 2:37:52.0,85.7143
2013-08-28 2:37:52.700000000000728,85.7143
2013-08-28 2:37:53.399999999999636,86.9565
2013-08-28 2:37:54.090000000000146,86.9565
2013-08-28 2:37:54.780000000000655,88.2353
2013-08-28 2:37:55.459999999999127,86.9565
2013-08-28 2:37:56.149999999999636,86.9565
2013-08-28 2:37:56.840000000000146,89.5522
2013-08-28 2:37:57.510000000000218,88.2353
2013-08-28 2:37:58.190000000000509,86.9565
2013-08-28 2:37:58.8799999999992,88.2353
2013-08-28 2:37:59.559999999999491,89.5522
2013-08-28 2:38:0.22999999999956344,88.2353
2013-08-28 2:38:0.90999999999985448,88.2353
2013-08-28 2:38:1.5900000000001455,88.2353
2013-08-28 2:38:2.2700000000004366,86.9565
2013-08-28 2:38:2.9599999999991269,86.9565
2013-08-28 2:38:3.6499999999996362,86.9565
2013-08-28 2:38:4.3400000000001455,86.9565
2013-08-28 2:38:5.0300000000006548,84.507
2013-08-28 2:38:5.7399999999997817,86.9565
2013-08-28 2:38:6.430000000000291,88.2353
2013-08-28 2:38:7.1100000000005821,84.507
2013-08-28 2:38:7.819999999999709,86.9565
2013-08-28 2:38:8.5100000000002183,85.7143
2013-08-28 2:38:9.2099999999991269,86.9565
2013-08-28 2:38:9.8999999999996362,86.9565
2013-08-28 2:38:10.590000000000146,86.9565
2013-08-28 2:38:11.280000000000655,85.7143
2013-08-28 2:38:11.979999999999563,86.9565
2013-08-28 2:38:12.670000000000073,85.7143
2013-08-28 2:38:13.3700000000008,86.9565
2013-08-28 2:38:14.059999999999491,85.7143
2013-08-28 2:38:14.760000000000218,85.7143
2013-08-28 2:38:15.459999999999127,86.9565
2013-08-28 2:38:16.149999999999636,88.2353
2013-08-28 2:38:16.829999999999927,86.9565
2013-08-28 2:38:17.520000000000437,84.507
2013-08-28 2:38:18.229999999999563,85.7143
2013-08-28 2:38:18.930000000000291,88.2353
2013-08-28 2:38:19.610000000000582,85.7143
2013-08-28 2:38:20.309999999999491,86.9565
2013-08-28 2:38:21.0,86.9565
2013-08-28 2:38:21.690000000000509,86.9565
2013-08-28 2:38:22.3799999999992,86.9565
2013-08-28 2:38:23.069999999999709,86.9565
2013-08-28 2:38:23.760000000000218,85.7143
2013-08-28 2:38:24.459999999999127,86.9565
2013-08-28 2:38:25.149999999999636,86.9565
2013-08-28 2:38:25.840000000000146,88.2353
2013-08-28 2:38:26.520000000000437,86.9565
2013-08-28 2:38:27.209999999999127,85.7143
2013-08-28 2:38:27.909999999999854,85.7143
2013-08-28 2:38:28.610000000000582,85.7143
2013-08-28 2:38:29.309999999999491,86.9565
2013-08-28 2:38:30.0,85.7143
2013-08-28 2:38:30.700000000000728,85.7143
2013-08-28 2:38:31.399999999999636,85.7143
2013-08-28 2:38:32.100000000000364,85.7143
2013-08-28 2:38:32.799999999999272,85.7143
2013-08-28 2:38:35.6200000000008,85.7143
2013-08-28 2:38:36.319999999999709,84.507
2013-08-28 2:38:37.030000000000655,84.507
2013-08-28 2:38:37.739999999999782,85.7143
2013-08-28 2:38:38.440000000000509,85.7143
2013-08-28 2:38:39.139999999999418,85.7143
2013-08-28 2:38:39.840000000000146,85.7143
2013-08-28 2:38:40.540000000000873,86.9565
2013-08-28 2:38:41.229999999999563,86.9565
2013-08-28 2:38:41.920000000000073,86.9565
2013-08-28 2:38:42.610000000000582,86.9565
2013-08-28 2:38:43.299999999999272,86.9565
2013-08-28 2:38:43.989999999999782,88.2353
2013-08-28 2:38:44.670000000000073,88.2353
2013-08-28 2:38:45.350000000000364,88.2353
2013-08-28 2:38:46.030000000000655,88.2353
2013-08-28 2:38:46.709999999999127,88.2353
2013-08-28 2:38:47.389999999999418,89.5522
2013-08-28 2:38:48.059999999999491,88.2353
2013-08-28 2:38:48.739999999999782,86.9565
2013-08-28 2:38:49.430000000000291,85.7143
2013-08-28 2:38:50.1299999999992,86.9565
2013-08-28 2:38:50.819999999999709,85.7143
2013-08-28 2:38:51.520000000000437,84.507
2013-08-28 2:38:52.229999999999563,84.507
2013-08-28 2:38:52.940000000000509,85.7143
2013-08-28 2:38:53.639999999999418,85.7143
2013-08-28 2:38:54.340000000000146,85.7143
2013-08-28 2:38:55.040000000000873,85.7143
2013-08-28 2:38:55.739999999999782,85.7143
2013-08-28 2:38:56.440000000000509,86.9565
2013-08-28 2:38:57.1299999999992,88.2353
2013-08-28 2:38:57.809999999999491,86.9565
2013-08-28 2:38:58.5,86.9565
2013-08-28 2:38:59.190000000000509,88.2353
2013-08-28 2:38:59.8700000000008,89.5522
2013-08-28 2:39:0.54000000000087311,89.5522
2013-08-28 2:39:1.2099999999991269,89.5522
2013-08-28 2:39:1.8799999999991996,88.2353
2013-08-28 2:39:4.6399999999994179,83.3333
2013-08-28 2:39:5.3600000000005821,84.507
2013-08-28 2:39:6.069999999999709,83.3333
2013-08-28 2:39:6.7900000000008731,83.3333
2013-08-28 2:39:7.5100000000002183,83.3333
2013-08-28 2:39:8.2299999999995634,84.507
2013-08-28 2:39:8.9400000000005093,83.3333
2013-08-28 2:39:9.6599999999998545,84.507
2013-08-28 2:39:10.3700000000008,85.7143
2013-08-28 2:39:11.069999999999709,86.9565
2013-08-28 2:39:11.760000000000218,86.9565
2013-08-28 2:39:12.450000000000728,88.2353
2013-08-28 2:39:13.1299999999992,88.2353
2013-08-28 2:39:13.809999999999491,88.2353
2013-08-28 2:39:14.489999999999782,89.5522
2013-08-28 2:39:15.159999999999854,89.5522
2013-08-28 2:39:15.829999999999927,89.5522
