Time,Datapoint
2013-08-28 5:47:25.430000000000291,56.6038
2013-08-28 5:47:26.490000000001601,57.1429
2013-08-28 5:47:27.540000000000873,56.6038
2013-08-28 5:47:28.599999999998545,55.5556
2013-08-28 5:47:29.680000000000291,55.5556
2013-08-28 5:47:30.759999999998399,55.5556
2013-08-28 5:47:31.840000000000146,55.5556
2013-08-28 5:47:32.919999999998254,54.0541
2013-08-28 5:47:34.029999999998836,55.5556
2013-08-28 5:47:35.110000000000582,55.5556
2013-08-28 5:47:36.18999999999869,55.5556
2013-08-28 5:47:37.270000000000437,54.5455
2013-08-28 5:47:38.369999999998981,52.6316
2013-08-28 5:47:39.509999999998399,54.5455
2013-08-28 5:47:40.610000000000582,55.5556
2013-08-28 5:47:41.68999999999869,52.1739
2013-08-28 5:47:42.840000000000146,54.5455
2013-08-28 5:47:43.93999999999869,57.1429
2013-08-28 5:47:44.990000000001601,55.0459
2013-08-28 5:47:46.080000000001746,52.6316
2013-08-28 5:47:47.220000000001164,53.0973
2013-08-28 5:47:48.349999999998545,52.1739
2013-08-28 5:47:49.5,53.0973
2013-08-28 5:47:50.630000000001019,53.5714
2013-08-28 5:47:51.75,53.5714
2013-08-28 5:47:52.869999999998981,53.5714
2013-08-28 5:47:53.990000000001601,50.8475
2013-08-28 5:47:55.169999999998254,55.5556
2013-08-28 5:47:56.25,61.8557
2013-08-28 5:47:57.220000000001164,60.6061
2013-08-28 5:47:58.209999999999127,64.5161
2013-08-28 5:47:59.139999999999418,63.8298
2013-08-28 5:48:0.08000000000174623,67.4157
2013-08-28 5:48:0.97000000000116415,68.1818
2013-08-28 5:48:1.8499999999985448,68.9655
2013-08-28 5:48:2.7200000000011642,70.5882
2013-08-28 5:48:3.569999999999709,68.9655
2013-08-28 5:48:4.4399999999986903,68.1818
2013-08-28 5:48:5.319999999999709,65.2174
2013-08-28 5:48:6.2400000000016007,64.5161
2013-08-28 5:48:7.1699999999982538,60
2013-08-28 5:48:8.1699999999982538,56.0748
2013-08-28 5:48:9.2400000000016007,56.0748
2013-08-28 5:48:10.31000000000131,57.6923
2013-08-28 5:48:11.349999999998545,57.1429
2013-08-28 5:48:12.400000000001455,58.2524
2013-08-28 5:48:13.430000000000291,57.1429
2013-08-28 5:48:14.479999999999563,59.4059
2013-08-28 5:48:15.490000000001601,57.6923
2013-08-28 5:48:16.529999999998836,57.1429
2013-08-28 5:48:17.580000000001746,56.6038
2013-08-28 5:48:18.639999999999418,58.8235
2013-08-28 5:48:19.659999999999854,57.6923
2013-08-28 5:48:20.700000000000728,56.0748
2013-08-28 5:48:21.770000000000437,56.6038
2013-08-28 5:48:22.830000000001746,56.0748
2013-08-28 5:48:23.900000000001455,54.5455
2013-08-28 5:48:25.0,55.0459
2013-08-28 5:48:26.090000000000146,53.5714
2013-08-28 5:48:27.209999999999127,53.5714
2013-08-28 5:48:28.330000000001746,55.0459
2013-08-28 5:48:29.419999999998254,56.6038
2013-08-28 5:48:30.479999999999563,55.0459
2013-08-28 5:48:31.569999999999709,53.0973
2013-08-28 5:48:32.700000000000728,56.6038
2013-08-28 5:48:33.759999999998399,57.6923
2013-08-28 5:48:34.799999999999272,56.6038
2013-08-28 5:48:35.860000000000582,55.5556
2013-08-28 5:48:36.93999999999869,57.1429
2013-08-28 5:48:37.990000000001601,54.5455
2013-08-28 5:48:39.090000000000146,54.5455
2013-08-28 5:48:40.18999999999869,57.1429
2013-08-28 5:48:41.240000000001601,56.0748
2013-08-28 5:48:42.31000000000131,56.0748
2013-08-28 5:48:43.380000000001019,58.8235
2013-08-28 5:48:44.400000000001455,56.6038
2013-08-28 5:48:45.459999999999127,54.0541
2013-08-28 5:48:46.569999999999709,57.6923
2013-08-28 5:48:47.610000000000582,57.6923
2013-08-28 5:48:48.650000000001455,56.6038
2013-08-28 5:48:49.709999999999127,56.6038
2013-08-28 5:48:50.770000000000437,57.1429
2013-08-28 5:48:51.819999999999709,56.6038
2013-08-28 5:48:52.880000000001019,56.6038
2013-08-28 5:48:53.93999999999869,57.6923
2013-08-28 5:48:54.979999999999563,56.6038
2013-08-28 5:48:56.040000000000873,54.5455
2013-08-28 5:48:57.139999999999418,57.6923
2013-08-28 5:48:58.180000000000291,59.4059
2013-08-28 5:48:59.18999999999869,61.8557
2013-08-28 5:49:0.15999999999985448,65.2174
2013-08-28 5:49:1.0800000000017462,65.2174
2013-08-28 5:49:2.0,68.9655
2013-08-28 5:49:2.8699999999989814,66.6667
2013-08-28 5:49:3.7700000000004366,70.5882
2013-08-28 5:49:5.4399999999986903,69.7674
2013-08-28 5:49:6.2999999999992724,71.4286
2013-08-28 5:49:7.1399999999994179,71.4286
2013-08-28 5:49:7.9799999999995634,69.7674
2013-08-28 5:49:8.8400000000001455,67.4157
2013-08-28 5:49:9.7299999999995634,65.9341
2013-08-28 5:49:10.639999999999418,65.2174
2013-08-28 5:49:11.56000000000131,61.8557
2013-08-28 5:49:12.529999999998836,58.2524
2013-08-28 5:49:13.56000000000131,57.6923
2013-08-28 5:49:14.599999999998545,56.6038
2013-08-28 5:49:15.659999999999854,55.5556
2013-08-28 5:49:16.740000000001601,56.0748
2013-08-28 5:49:17.81000000000131,57.1429
2013-08-28 5:49:18.860000000000582,57.1429
2013-08-28 5:49:19.909999999999854,58.8235
2013-08-28 5:49:20.930000000000291,58.2524
2013-08-28 5:49:21.959999999999127,58.2524
2013-08-28 5:49:22.990000000001601,57.1429
2013-08-28 5:49:24.040000000000873,57.6923
2013-08-28 5:49:25.080000000001746,57.6923
2013-08-28 5:49:26.119999999998981,56.6038
2013-08-28 5:49:27.180000000000291,57.1429
2013-08-28 5:49:28.229999999999563,56.6038
2013-08-28 5:49:29.290000000000873,58.2524
2013-08-28 5:49:30.319999999999709,58.2524
2013-08-28 5:49:31.349999999998545,57.6923
2013-08-28 5:49:32.389999999999418,57.1429
2013-08-28 5:49:33.43999999999869,53.5714
2013-08-28 5:49:34.56000000000131,56.0748
2013-08-28 5:49:35.630000000001019,55.0459
2013-08-28 5:49:36.720000000001164,55.5556
2013-08-28 5:49:37.799999999999272,56.6038
2013-08-28 5:49:38.860000000000582,57.6923
2013-08-28 5:49:39.900000000001455,57.6923
2013-08-28 5:49:40.93999999999869,58.8235
2013-08-28 5:49:41.959999999999127,58.2524
2013-08-28 5:49:42.990000000001601,59.4059
2013-08-28 5:49:44.0,60
2013-08-28 5:49:45.0,59.4059
2013-08-28 5:49:46.009999999998399,60
2013-08-28 5:49:47.009999999998399,62.5
2013-08-28 5:49:47.970000000001164,63.1579
2013-08-28 5:49:48.919999999998254,65.2174
2013-08-28 5:49:49.840000000000146,65.9341
2013-08-28 5:49:50.75,65.9341
2013-08-28 5:49:51.659999999999854,68.1818
2013-08-28 5:49:52.540000000000873,66.6667
2013-08-28 5:49:53.43999999999869,68.9655
2013-08-28 5:49:54.31000000000131,68.1818
2013-08-28 5:49:55.18999999999869,65.2174
2013-08-28 5:49:56.110000000000582,61.8557
2013-08-28 5:49:57.080000000001746,61.2245
2013-08-28 5:49:58.06000000000131,61.8557
2013-08-28 5:49:59.029999999998836,61.8557
2013-08-28 5:50:0.0,58.8235
2013-08-28 5:50:1.0200000000004366,58.2524
2013-08-28 5:50:2.0499999999992724,58.2524
2013-08-28 5:50:3.0800000000017462,57.1429
2013-08-28 5:50:4.1300000000010186,56.0748
2013-08-28 5:50:5.2000000000007276,58.2524
2013-08-28 5:50:6.2299999999995634,56.0748
2013-08-28 5:50:7.2999999999992724,54.5455
2013-08-28 5:50:8.4000000000014552,56.0748
2013-08-28 5:50:9.4700000000011642,53.5714
2013-08-28 5:50:10.590000000000146,55.5556
2013-08-28 5:50:11.669999999998254,56.0748
2013-08-28 5:50:12.740000000001601,55.0459
2013-08-28 5:50:13.830000000001746,53.5714
2013-08-28 5:50:14.950000000000728,55.5556
2013-08-28 5:50:16.029999999998836,53.5714
2013-08-28 5:50:17.150000000001455,51.7241
2013-08-28 5:50:18.31000000000131,52.6316
2013-08-28 5:50:19.450000000000728,52.1739
2013-08-28 5:50:20.599999999998545,53.0973
2013-08-28 5:50:21.729999999999563,56.6038
2013-08-28 5:50:22.790000000000873,55.0459
2013-08-28 5:50:23.880000000001019,56.6038
2013-08-28 5:50:24.93999999999869,62.5
2013-08-28 5:50:25.900000000001455,61.8557
2013-08-28 5:50:26.869999999998981,62.5
2013-08-28 5:50:27.830000000001746,65.9341
2013-08-28 5:50:28.740000000001601,65.2174
2013-08-28 5:50:29.659999999999854,67.4157
2013-08-28 5:50:30.549999999999272,68.1818
2013-08-28 5:50:31.430000000000291,70.5882
2013-08-28 5:50:32.279999999998836,69.7674
2013-08-28 5:50:33.139999999999418,68.9655
2013-08-28 5:50:34.009999999998399,69.7674
2013-08-28 5:50:34.869999999998981,68.1818
2013-08-28 5:50:35.75,65.9341
2013-08-28 5:50:36.659999999999854,61.8557
2013-08-28 5:50:37.630000000001019,58.2524
2013-08-28 5:50:38.659999999999854,59.4059
2013-08-28 5:50:39.669999999998254,58.8235
2013-08-28 5:50:40.68999999999869,59.4059
2013-08-28 5:50:41.700000000000728,60.6061
2013-08-28 5:50:42.68999999999869,60.6061
2013-08-28 5:50:43.680000000000291,57.6923
2013-08-28 5:50:44.720000000001164,57.1429
2013-08-28 5:50:45.770000000000437,56.0748
2013-08-28 5:50:46.840000000000146,56.6038
2013-08-28 5:50:47.900000000001455,56.0748
2013-08-28 5:50:48.970000000001164,56.6038
2013-08-28 5:50:50.029999999998836,57.1429
2013-08-28 5:50:51.080000000001746,54.5455
2013-08-28 5:50:52.180000000000291,55.0459
2013-08-28 5:50:53.270000000000437,51.7241
2013-08-28 5:50:54.430000000000291,52.6316
2013-08-28 5:50:55.569999999999709,57.1429
2013-08-28 5:50:56.619999999998981,56.0748
2013-08-28 5:50:57.68999999999869,55.0459
2013-08-28 5:50:58.779999999998836,54.0541
2013-08-28 5:50:59.889999999999418,55.0459
2013-08-28 5:51:0.97999999999956344,53.5714
2013-08-28 5:51:2.0999999999985448,51.2821
2013-08-28 5:51:3.2700000000004366,53.5714
2013-08-28 5:51:4.3899999999994179,55.5556
2013-08-28 5:51:5.4700000000011642,55.5556
2013-08-28 5:51:6.5499999999992724,56.6038
2013-08-28 5:51:7.6100000000005821,55.5556
2013-08-28 5:51:8.6899999999986903,60
2013-08-28 5:51:9.6899999999986903,61.8557
2013-08-28 5:51:10.659999999999854,63.8298
2013-08-28 5:51:11.599999999998545,65.2174
2013-08-28 5:51:12.520000000000437,65.9341
2013-08-28 5:51:13.430000000000291,67.4157
2013-08-28 5:51:14.319999999999709,67.4157
2013-08-28 5:51:15.209999999999127,68.1818
2013-08-28 5:51:16.090000000000146,69.7674
2013-08-28 5:51:16.950000000000728,68.9655
2013-08-28 5:51:17.819999999999709,69.7674
2013-08-28 5:51:18.680000000000291,69.7674
2013-08-28 5:51:19.540000000000873,69.7674
2013-08-28 5:51:20.400000000001455,69.7674
2013-08-28 5:51:21.259999999998399,70.5882
2013-08-28 5:51:22.110000000000582,71.4286
2013-08-28 5:51:22.950000000000728,69.7674
2013-08-28 5:51:23.81000000000131,67.4157
2013-08-28 5:51:24.700000000000728,63.8298
2013-08-28 5:51:25.639999999999418,61.8557
2013-08-28 5:51:26.610000000000582,58.8235
2013-08-28 5:51:27.630000000001019,58.8235
2013-08-28 5:51:28.650000000001455,60.6061
2013-08-28 5:51:29.639999999999418,58.8235
2013-08-28 5:51:30.659999999999854,58.2524
2013-08-28 5:51:31.68999999999869,56.0748
2013-08-28 5:51:32.759999999998399,55.5556
2013-08-28 5:51:33.840000000000146,56.0748
2013-08-28 5:51:34.909999999999854,55.0459
2013-08-28 5:51:36.0,55.0459
2013-08-28 5:51:37.090000000000146,56.6038
2013-08-28 5:51:38.150000000001455,52.6316
2013-08-28 5:51:39.290000000000873,53.0973
2013-08-28 5:51:40.419999999998254,56.6038
2013-08-28 5:51:41.479999999999563,55.5556
2013-08-28 5:51:42.56000000000131,52.1739
2013-08-28 5:51:43.709999999999127,51.7241
2013-08-28 5:51:44.869999999998981,53.0973
2013-08-28 5:51:46.0,50
2013-08-28 5:51:47.200000000000728,52.1739
2013-08-28 5:51:48.349999999998545,53.5714
2013-08-28 5:51:49.470000000001164,58.2524
2013-08-28 5:51:50.5,62.5
2013-08-28 5:51:51.459999999999127,60.6061
2013-08-28 5:51:52.450000000000728,63.8298
2013-08-28 5:51:53.389999999999418,63.1579
2013-08-28 5:51:54.340000000000146,65.9341
2013-08-28 5:51:55.25,68.1818
2013-08-28 5:51:56.130000000001019,68.1818
2013-08-28 5:51:57.009999999998399,69.7674
2013-08-28 5:51:57.869999999998981,71.4286
2013-08-28 5:51:58.709999999999127,71.4286
2013-08-28 5:51:59.549999999999272,68.9655
2013-08-28 5:52:0.41999999999825377,68.9655
2013-08-28 5:52:1.2900000000008731,67.4157
2013-08-28 5:52:2.180000000000291,67.4157
2013-08-28 5:52:3.069999999999709,66.6667
2013-08-28 5:52:3.9700000000011642,65.9341
2013-08-28 5:52:4.8800000000010186,64.5161
2013-08-28 5:52:5.8100000000013097,64.5161
2013-08-28 5:52:6.7400000000016007,63.1579
2013-08-28 5:52:7.6899999999986903,63.1579
2013-08-28 5:52:8.6399999999994179,61.8557
2013-08-28 5:52:9.6100000000005821,60.6061
2013-08-28 5:52:10.599999999998545,62.5
2013-08-28 5:52:11.56000000000131,58.8235
2013-08-28 5:52:12.580000000001746,58.8235
2013-08-28 5:52:13.599999999998545,56.6038
2013-08-28 5:52:14.659999999999854,57.1429
2013-08-28 5:52:15.709999999999127,56.6038
2013-08-28 5:52:16.770000000000437,55.5556
2013-08-28 5:52:17.849999999998545,55.0459
2013-08-28 5:52:18.93999999999869,56.6038
2013-08-28 5:52:20.0,57.1429
2013-08-28 5:52:21.049999999999272,55.0459
2013-08-28 5:52:22.139999999999418,52.1739
2013-08-28 5:52:23.290000000000873,55.5556
2013-08-28 5:52:24.369999999998981,56.6038
2013-08-28 5:52:25.430000000000291,53.0973
2013-08-28 5:52:26.56000000000131,53.0973
2013-08-28 5:52:27.68999999999869,56.6038
2013-08-28 5:52:28.75,55.5556
2013-08-28 5:52:29.830000000001746,53.0973
2013-08-28 5:52:30.959999999999127,55.0459
2013-08-28 5:52:32.049999999999272,55.5556
2013-08-28 5:52:33.130000000001019,50
2013-08-28 5:52:34.330000000001746,49.5868
2013-08-28 5:52:35.540000000000873,50
2013-08-28 5:52:36.740000000001601,50.8475
2013-08-28 5:52:37.919999999998254,58.2524
2013-08-28 5:52:38.950000000000728,58.8235
2013-08-28 5:52:39.970000000001164,63.8298
2013-08-28 5:52:40.909999999999854,60.6061
2013-08-28 5:52:41.900000000001455,65.9341
2013-08-28 5:52:42.81000000000131,65.2174
2013-08-28 5:52:43.729999999999563,67.4157
2013-08-28 5:52:44.619999999998981,68.9655
2013-08-28 5:52:45.490000000001601,67.4157
2013-08-28 5:52:46.380000000001019,68.1818
2013-08-28 5:52:47.259999999998399,68.1818
2013-08-28 5:52:48.139999999999418,67.4157
2013-08-28 5:52:49.029999999998836,65.2174
2013-08-28 5:52:49.950000000000728,65.2174
2013-08-28 5:52:50.869999999998981,63.1579
2013-08-28 5:52:51.819999999999709,64.5161
2013-08-28 5:52:52.75,63.8298
2013-08-28 5:52:53.68999999999869,61.8557
2013-08-28 5:52:54.659999999999854,63.1579
2013-08-28 5:52:55.610000000000582,59.4059
2013-08-28 5:52:56.619999999998981,59.4059
2013-08-28 5:52:57.630000000001019,60
2013-08-28 5:52:58.630000000001019,58.2524
2013-08-28 5:52:59.659999999999854,57.6923
2013-08-28 5:53:0.7000000000007276,58.2524
2013-08-28 5:53:1.7299999999995634,57.1429
2013-08-28 5:53:2.7799999999988358,56.0748
2013-08-28 5:53:3.8499999999985448,57.1429
2013-08-28 5:53:4.9000000000014552,55.5556
2013-08-28 5:53:5.9799999999995634,57.1429
2013-08-28 5:53:7.0299999999988358,55.0459
2013-08-28 5:53:8.1199999999989814,57.1429
2013-08-28 5:53:9.1699999999982538,54.5455
2013-08-28 5:53:10.270000000000437,55.5556
2013-08-28 5:53:11.349999999998545,56.0748
2013-08-28 5:53:12.419999999998254,55.5556
2013-08-28 5:53:13.5,54.0541
2013-08-28 5:53:14.610000000000582,52.6316
2013-08-28 5:53:15.75,55.0459
2013-08-28 5:53:16.840000000000146,53.0973
2013-08-28 5:53:17.970000000001164,47.619
2013-08-28 5:53:19.229999999999563,49.1803
2013-08-28 5:53:20.450000000000728,50
2013-08-28 5:53:21.650000000001455,49.5868
2013-08-28 5:53:22.860000000000582,56.6038
2013-08-28 5:53:23.919999999998254,60.6061
2013-08-28 5:53:24.909999999999854,59.4059
2013-08-28 5:53:25.919999999998254,65.2174
2013-08-28 5:53:26.840000000000146,64.5161
2013-08-28 5:53:27.770000000000437,64.5161
2013-08-28 5:53:28.700000000000728,66.6667
2013-08-28 5:53:29.599999999998545,66.6667
2013-08-28 5:53:30.5,65.9341
2013-08-28 5:53:31.409999999999854,67.4157
2013-08-28 5:53:32.299999999999272,66.6667
2013-08-28 5:53:33.200000000000728,66.6667
2013-08-28 5:53:34.099999999998545,66.6667
2013-08-28 5:53:35.0,66.6667
2013-08-28 5:53:35.900000000001455,67.4157
2013-08-28 5:53:36.790000000000873,68.1818
2013-08-28 5:53:37.669999999998254,68.9655
2013-08-28 5:53:38.540000000000873,69.7674
2013-08-28 5:53:39.400000000001455,67.4157
2013-08-28 5:53:40.290000000000873,67.4157
2013-08-28 5:53:41.180000000000291,64.5161
2013-08-28 5:53:42.110000000000582,61.8557
2013-08-28 5:53:43.080000000001746,61.2245
2013-08-28 5:53:44.06000000000131,58.8235
2013-08-28 5:53:45.080000000001746,58.8235
2013-08-28 5:53:46.099999999998545,60.6061
2013-08-28 5:53:47.090000000000146,60
2013-08-28 5:53:48.090000000000146,58.2524
2013-08-28 5:53:49.119999999998981,58.2524
2013-08-28 5:53:50.150000000001455,58.8235
2013-08-28 5:53:51.169999999998254,56.0748
2013-08-28 5:53:52.240000000001601,56.0748
2013-08-28 5:53:53.31000000000131,55.5556
2013-08-28 5:53:54.389999999999418,56.0748
2013-08-28 5:53:55.459999999999127,53.5714
2013-08-28 5:53:56.580000000001746,54.5455
2013-08-28 5:53:57.680000000000291,54.0541
2013-08-28 5:53:58.790000000000873,56.0748
2013-08-28 5:53:59.860000000000582,55.5556
2013-08-28 5:54:0.93999999999869033,55.0459
2013-08-28 5:54:2.0299999999988358,53.5714
2013-08-28 5:54:3.1500000000014552,54.5455
2013-08-28 5:54:4.25,55.5556
2013-08-28 5:54:5.3300000000017462,53.0973
2013-08-28 5:54:6.4599999999991269,55.0459
2013-08-28 5:54:7.5499999999992724,59.4059
2013-08-28 5:54:8.5600000000013097,60
2013-08-28 5:54:9.5600000000013097,61.2245
2013-08-28 5:54:10.540000000000873,64.5161
2013-08-28 5:54:11.470000000001164,63.1579
2013-08-28 5:54:12.419999999998254,66.6667
2013-08-28 5:54:13.319999999999709,67.4157
2013-08-28 5:54:14.209999999999127,68.9655
2013-08-28 5:54:15.080000000001746,70.5882
2013-08-28 5:54:15.930000000000291,69.7674
2013-08-28 5:54:16.790000000000873,70.5882
2013-08-28 5:54:17.639999999999418,70.5882
2013-08-28 5:54:18.490000000001601,68.1818
2013-08-28 5:54:19.369999999998981,64.5161
2013-08-28 5:54:20.299999999999272,63.1579
2013-08-28 5:54:21.25,61.2245
2013-08-28 5:54:22.229999999999563,60.6061
2013-08-28 5:54:23.220000000001164,57.6923
2013-08-28 5:54:24.259999999998399,57.1429
2013-08-28 5:54:25.31000000000131,56.6038
2013-08-28 5:54:26.369999999998981,58.8235
2013-08-28 5:54:27.389999999999418,57.6923
2013-08-28 5:54:28.430000000000291,57.6923
2013-08-28 5:54:29.470000000001164,57.1429
2013-08-28 5:54:30.520000000000437,56.6038
2013-08-28 5:54:31.580000000001746,57.6923
2013-08-28 5:54:32.619999999998981,56.6038
2013-08-28 5:54:33.680000000000291,56.0748
2013-08-28 5:54:34.75,54.5455
2013-08-28 5:54:35.849999999998545,54.0541
2013-08-28 5:54:36.959999999999127,56.0748
2013-08-28 5:54:38.029999999998836,55.0459
2013-08-28 5:54:39.119999999998981,54.5455
2013-08-28 5:54:40.220000000001164,55.5556
2013-08-28 5:54:41.299999999999272,54.5455
2013-08-28 5:54:42.400000000001455,55.0459
2013-08-28 5:54:43.490000000001601,55.5556
2013-08-28 5:54:44.569999999999709,55.5556
2013-08-28 5:54:45.650000000001455,53.5714
2013-08-28 5:54:46.770000000000437,54.5455
2013-08-28 5:54:47.869999999998981,54.5455
2013-08-28 5:54:48.970000000001164,56.0748
2013-08-28 5:54:50.040000000000873,61.2245
2013-08-28 5:54:51.020000000000437,59.4059
2013-08-28 5:54:52.029999999998836,63.1579
2013-08-28 5:54:52.979999999999563,61.8557
2013-08-28 5:54:53.950000000000728,62.5
2013-08-28 5:54:54.909999999999854,63.1579
2013-08-28 5:54:55.860000000000582,61.8557
2013-08-28 5:54:56.830000000001746,60.6061
2013-08-28 5:54:57.819999999999709,61.2245
2013-08-28 5:54:58.799999999999272,56.6038
2013-08-28 5:54:59.860000000000582,54.5455
2013-08-28 5:55:0.95999999999912689,55.5556
2013-08-28 5:55:2.0400000000008731,57.1429
2013-08-28 5:55:3.0900000000001455,57.6923
2013-08-28 5:55:4.1300000000010186,56.6038
2013-08-28 5:55:5.1899999999986903,57.1429
2013-08-28 5:55:6.2400000000016007,57.1429
2013-08-28 5:55:7.2900000000008731,57.1429
2013-08-28 5:55:8.3400000000001455,56.6038
2013-08-28 5:55:9.4000000000014552,56.0748
2013-08-28 5:55:10.470000000001164,55.5556
2013-08-28 5:55:11.549999999999272,55.0459
2013-08-28 5:55:12.639999999999418,56.0748
2013-08-28 5:55:13.709999999999127,51.2821
2013-08-28 5:55:14.880000000001019,53.5714
2013-08-28 5:55:16.0,54.0541
2013-08-28 5:55:17.110000000000582,53.5714
2013-08-28 5:55:18.229999999999563,53.5714
2013-08-28 5:55:19.349999999998545,54.5455
2013-08-28 5:55:20.450000000000728,58.2524
2013-08-28 5:55:21.479999999999563,61.8557
2013-08-28 5:55:22.450000000000728,60.6061
2013-08-28 5:55:23.43999999999869,61.8557
2013-08-28 5:55:24.409999999999854,63.1579
2013-08-28 5:55:25.360000000000582,63.8298
2013-08-28 5:55:26.299999999999272,67.4157
2013-08-28 5:55:27.18999999999869,68.9655
2013-08-28 5:55:28.06000000000131,67.4157
2013-08-28 5:55:28.950000000000728,69.7674
2013-08-28 5:55:29.81000000000131,67.4157
2013-08-28 5:55:30.700000000000728,68.1818
2013-08-28 5:55:31.580000000001746,65.2174
2013-08-28 5:55:32.5,61.8557
2013-08-28 5:55:33.470000000001164,58.8235
2013-08-28 5:55:34.490000000001601,56.6038
2013-08-28 5:55:35.549999999999272,55.5556
2013-08-28 5:55:36.630000000001019,55.0459
2013-08-28 5:55:37.720000000001164,58.8235
2013-08-28 5:55:38.740000000001601,57.1429
2013-08-28 5:55:39.790000000000873,57.6923
2013-08-28 5:55:40.830000000001746,57.1429
2013-08-28 5:55:41.880000000001019,57.6923
2013-08-28 5:55:42.919999999998254,57.6923
2013-08-28 5:55:43.959999999999127,57.6923
2013-08-28 5:55:45.0,56.6038
2013-08-28 5:55:46.06000000000131,55.5556
2013-08-28 5:55:47.139999999999418,55.0459
2013-08-28 5:55:48.229999999999563,56.0748
2013-08-28 5:55:49.299999999999272,53.5714
2013-08-28 5:55:50.419999999998254,52.1739
2013-08-28 5:55:51.569999999999709,51.7241
2013-08-28 5:55:52.729999999999563,54.5455
2013-08-28 5:55:53.830000000001746,53.5714
2013-08-28 5:55:54.950000000000728,52.6316
2013-08-28 5:55:56.090000000000146,54.0541
2013-08-28 5:55:57.200000000000728,51.2821
2013-08-28 5:55:58.369999999998981,50
2013-08-28 5:55:59.569999999999709,52.6316
2013-08-28 5:56:0.70999999999912689,54.5455
2013-08-28 5:56:1.8100000000013097,54.0541
2013-08-28 5:56:2.9199999999982538,54.0541
2013-08-28 5:56:4.0299999999988358,56.0748
2013-08-28 5:56:5.0999999999985448,58.8235
2013-08-28 5:56:6.1199999999989814,63.1579
2013-08-28 5:56:7.069999999999709,61.8557
2013-08-28 5:56:8.0400000000008731,65.2174
2013-08-28 5:56:8.9599999999991269,63.8298
2013-08-28 5:56:9.9000000000014552,67.4157
2013-08-28 5:56:10.790000000000873,67.4157
2013-08-28 5:56:11.680000000000291,68.9655
2013-08-28 5:56:12.549999999999272,69.7674
2013-08-28 5:56:13.409999999999854,69.7674
2013-08-28 5:56:14.270000000000437,69.7674
2013-08-28 5:56:15.130000000001019,68.1818
2013-08-28 5:56:16.009999999998399,66.6667
2013-08-28 5:56:16.909999999999854,64.5161
2013-08-28 5:56:17.840000000000146,60.6061
2013-08-28 5:56:18.830000000001746,60
2013-08-28 5:56:19.830000000001746,59.4059
2013-08-28 5:56:20.840000000000146,57.1429
2013-08-28 5:56:21.889999999999418,57.1429
2013-08-28 5:56:22.93999999999869,56.0748
2013-08-28 5:56:24.009999999998399,57.1429
2013-08-28 5:56:25.06000000000131,55.5556
2013-08-28 5:56:26.139999999999418,56.0748
2013-08-28 5:56:27.209999999999127,56.0748
2013-08-28 5:56:28.279999999998836,56.0748
2013-08-28 5:56:29.349999999998545,56.0748
2013-08-28 5:56:30.419999999998254,55.5556
2013-08-28 5:56:31.5,54.5455
2013-08-28 5:56:32.599999999998545,55.0459
2013-08-28 5:56:33.68999999999869,54.5455
2013-08-28 5:56:34.790000000000873,55.0459
2013-08-28 5:56:35.880000000001019,54.5455
2013-08-28 5:56:36.979999999999563,54.0541
2013-08-28 5:56:38.090000000000146,52.6316
2013-08-28 5:56:39.229999999999563,54.0541
2013-08-28 5:56:40.340000000000146,54.0541
2013-08-28 5:56:41.450000000000728,55.0459
2013-08-28 5:56:42.540000000000873,56.6038
2013-08-28 5:56:43.599999999998545,56.6038
2013-08-28 5:56:44.659999999999854,54.5455
2013-08-28 5:56:45.759999999998399,56.0748
2013-08-28 5:56:46.830000000001746,57.1429
2013-08-28 5:56:47.880000000001019,55.0459
2013-08-28 5:56:48.970000000001164,57.1429
2013-08-28 5:56:50.020000000000437,63.1579
2013-08-28 5:56:50.970000000001164,60
2013-08-28 5:56:51.970000000001164,64.5161
2013-08-28 5:56:52.900000000001455,62.5
2013-08-28 5:56:53.860000000000582,65.9341
2013-08-28 5:56:54.770000000000437,65.9341
2013-08-28 5:56:55.680000000000291,68.1818
2013-08-28 5:56:56.56000000000131,69.7674
2013-08-28 5:56:57.419999999998254,68.1818
2013-08-28 5:56:58.299999999999272,69.7674
2013-08-28 5:56:59.159999999999854,68.9655
2013-08-28 5:57:0.029999999998835847,68.9655
2013-08-28 5:57:0.90000000000145519,65.2174
2013-08-28 5:57:1.819999999999709,60
2013-08-28 5:57:2.819999999999709,57.1429
2013-08-28 5:57:3.8699999999989814,56.6038
2013-08-28 5:57:4.930000000000291,57.1429
2013-08-28 5:57:5.9799999999995634,56.0748
2013-08-28 5:57:7.0499999999992724,56.6038
2013-08-28 5:57:8.1100000000005821,57.1429
2013-08-28 5:57:9.1599999999998545,54.5455
2013-08-28 5:57:10.259999999998399,57.1429
2013-08-28 5:57:11.31000000000131,58.2524
2013-08-28 5:57:12.340000000000146,56.6038
2013-08-28 5:57:13.400000000001455,53.0973
2013-08-28 5:57:14.529999999998836,54.5455
2013-08-28 5:57:15.630000000001019,53.5714
2013-08-28 5:57:16.75,52.6316
2013-08-28 5:57:17.889999999999418,53.0973
2013-08-28 5:57:19.020000000000437,55.5556
2013-08-28 5:57:20.099999999998545,54.5455
2013-08-28 5:57:21.200000000000728,56.0748
2013-08-28 5:57:22.270000000000437,54.5455
2013-08-28 5:57:23.369999999998981,52.1739
